"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"Q7"	"Q8"	"Q9"	"Q10"	"Gender"
"1067"	3	3	1	2	2	4	4	4	4	2	1
"1068"	2	1	2	2	2	4	3	2	4	3	1
"1069"	1	2	2	4	2	4	4	4	4	1	1
"1070"	2	1	2	1	1	2	1	2	2	1	1
"1071"	4	3	3	3	3	4	4	4	2	2	1
"1072"	2	2	1	2	2	3	3	2	2	2	1
"1073"	3	4	4	2	3	4	4	4	4	4	1
"1074"	3	4	3	3	2	4	3	2	4	2	1
"1075"	1	1	1	1	1	3	1	1	1	1	1
"1076"	1	1	3	1	2	3	1	1	1	1	1
"1077"	1	1	1	1	1	4	1	1	1	1	1
"1078"	1	2	3	1	2	4	2	3	4	1	1
"1079"	1	1	1	1	1	1	1	1	1	2	1
"1080"	2	2	4	1	2	4	1	4	4	3	1
"1081"	2	3	2	3	4	4	3	3	2	4	1
"1082"	2	2	3	1	2	4	2	2	4	3	1
"1083"	4	4	3	1	3	3	3	3	3	1	1
"1084"	3	3	2	1	1	2	2	2	1	1	1
"1085"	1	1	3	2	3	3	3	4	3	1	1
"1086"	4	4	4	4	4	4	4	4	4	4	1
"1087"	4	3	3	2	2	4	3	3	3	4	1
"1088"	2	3	2	2	2	3	2	3	3	3	1
"1089"	2	3	2	2	2	2	2	2	2	2	1
"1090"	4	4	1	1	1	4	1	3	1	4	1
"1091"	2	1	1	1	1	2	1	1	2	3	1
"1092"	4	4	3	2	2	4	2	3	2	1	1
"1093"	3	3	3	3	3	3	3	3	3	3	1
"1094"	2	2	1	1	1	2	1	2	2	2	1
"1095"	2	2	2	2	2	3	2	2	2	3	1
"1096"	1	1	1	1	1	2	1	1	2	1	1
"1097"	2	2	1	1	3	4	2	2	1	1	1
"1098"	1	1	1	1	2	2	1	1	1	2	1
"1099"	2	1	2	1	1	4	3	3	3	4	1
"1100"	4	4	3	4	2	3	2	3	3	3	1
"1101"	4	4	4	3	2	3	2	2	3	3	1
"1102"	4	3	3	3	1	2	2	2	2	2	1
"1103"	3	2	3	1	1	4	2	1	2	2	1
"1104"	2	1	1	1	2	3	2	1	1	4	1
"1105"	2	1	1	1	1	1	1	2	2	2	1
"1106"	2	2	2	1	1	4	2	1	2	3	1
"1107"	2	2	2	2	3	4	2	4	3	1	1
"1108"	2	3	2	2	4	4	3	4	4	4	1
"1109"	1	1	1	1	1	4	2	2	2	2	1
"1110"	4	4	4	4	4	4	1	4	1	4	1
"1111"	2	4	2	2	2	2	3	3	2	1	1
"1112"	2	1	1	1	1	1	2	1	1	1	1
"1113"	2	2	2	4	2	4	4	3	4	4	1
"1114"	2	2	2	3	1	4	1	2	1	3	1
"1115"	1	3	3	1	1	2	2	1	2	4	1
"1116"	2	2	3	2	2	4	2	2	2	3	1
"1117"	1	1	1	1	1	2	1	1	1	1	1
"1118"	3	4	4	2	3	4	3	3	3	1	1
"1119"	3	2	3	2	2	4	1	2	1	2	1
"1120"	1	1	1	1	1	2	1	1	1	1	1
"1121"	2	2	2	2	3	3	2	1	2	3	1
"1122"	3	4	4	3	4	4	3	4	4	3	1
"1123"	4	1	2	1	2	4	2	2	4	4	1
"1124"	1	1	1	1	1	1	2	2	1	2	1
"1125"	2	1	1	1	2	3	1	1	1	3	1
"1126"	3	2	2	1	2	4	1	1	1	4	1
"1127"	3	4	3	2	2	4	3	3	3	4	1
"1128"	3	3	3	3	3	4	3	3	2	3	1
"1129"	1	1	1	1	1	1	1	2	1	1	1
"1130"	4	4	4	4	2	4	4	4	4	4	1
"1131"	2	2	2	2	3	3	2	2	3	2	1
"1132"	2	2	1	1	1	1	1	1	1	1	1
"1133"	4	4	4	4	4	4	2	3	1	1	1
"1134"	1	2	3	1	3	3	3	2	3	2	1
"1135"	2	2	2	1	3	3	2	2	4	3	1
"1136"	2	2	3	3	1	4	2	3	4	4	1
"1137"	2	2	1	1	1	2	2	1	1	2	1
"1138"	2	1	1	1	2	2	1	1	1	2	1
"1139"	4	4	4	4	4	3	3	3	4	4	1
"1140"	4	4	4	4	4	4	4	4	4	4	1
"1141"	3	2	4	3	3	4	3	4	4	3	1
"1142"	2	1	1	1	2	3	2	2	2	2	1
"1143"	4	4	4	3	2	4	3	3	1	3	1
"1144"	1	1	1	1	1	1	1	1	1	1	1
"1145"	2	2	2	2	2	2	1	2	3	3	1
"1146"	1	1	1	1	1	1	1	1	1	1	1
"1147"	1	1	1	1	1	3	1	2	1	1	1
"1148"	2	1	2	1	3	3	2	2	1	3	1
"1149"	2	2	2	2	2	3	2	2	2	3	1
"1150"	4	4	4	3	4	4	4	4	4	4	1
"1151"	2	2	3	3	1	4	3	2	3	1	1
"1152"	2	2	2	2	1	3	2	2	3	1	1
"1153"	3	3	3	1	1	4	1	1	2	1	1
"1154"	1	1	1	1	1	2	1	1	2	1	1
"1155"	2	2	2	3	3	4	3	4	4	4	1
"1156"	3	3	3	3	4	2	4	4	4	3	1
"1157"	2	2	2	1	2	4	2	2	3	2	1
"1158"	2	1	1	1	2	3	2	1	2	1	1
"1159"	1	2	2	2	1	1	1	2	1	1	1
"1160"	2	3	2	3	1	2	2	2	1	1	1
"1161"	1	2	1	1	1	2	1	1	1	1	1
"1162"	4	4	4	4	4	4	4	4	4	4	1
"1163"	1	1	1	2	1	4	2	2	2	1	1
"1164"	2	2	1	1	2	2	3	2	3	1	1
"1165"	3	2	1	1	3	4	3	3	4	4	1
"1166"	3	3	4	4	2	3	4	3	3	1	1
"1167"	2	2	2	1	1	3	2	1	1	1	1
"1168"	2	2	3	1	3	4	3	3	4	3	1
"1169"	2	2	1	2	3	3	2	2	1	3	1
"1170"	4	3	4	4	4	4	4	4	4	3	1
"1171"	2	3	2	2	2	2	2	3	3	3	1
"1172"	3	2	3	3	3	4	3	3	3	4	1
"1173"	1	2	1	1	2	2	1	1	1	1	1
"1174"	1	2	2	2	2	3	2	3	3	3	1
"1175"	2	2	2	1	3	4	3	4	2	4	1
"1176"	2	2	2	1	2	3	2	3	2	2	1
"1177"	4	3	2	2	3	3	3	2	3	3	1
"1178"	3	4	3	2	3	4	4	4	4	3	1
"1179"	3	3	3	3	3	3	3	2	1	2	1
"1180"	4	4	3	3	1	4	1	2	4	4	1
"1181"	3	4	2	2	1	3	1	1	1	2	1
"1182"	3	2	1	1	2	4	2	1	2	3	1
"1183"	2	1	1	1	1	3	1	1	3	1	1
"1184"	4	4	4	4	4	4	4	4	4	4	1
"1185"	1	1	1	1	1	4	1	1	4	2	1
"1186"	2	2	2	1	1	1	2	2	1	2	1
"1187"	3	2	1	2	1	3	1	4	2	4	1
"1188"	1	1	1	2	1	2	1	1	1	1	1
"1189"	1	2	2	1	1	3	1	1	4	1	1
"1190"	1	1	2	1	2	3	2	1	2	1	1
"1191"	2	2	3	2	4	4	3	3	1	4	1
"1192"	4	4	4	1	3	3	4	3	3	3	1
"1193"	4	4	4	4	4	4	3	3	4	4	1
"1194"	4	3	3	3	3	4	4	4	4	3	1
"1195"	1	1	1	2	3	4	2	2	2	1	1
"1196"	3	1	2	3	4	4	3	4	4	4	1
"1197"	3	3	3	1	4	3	3	2	3	3	1
"1198"	4	4	4	4	4	4	4	4	4	4	1
"1199"	3	2	3	2	2	3	1	1	1	3	1
"1200"	3	3	4	4	4	3	4	4	3	3	1
"1201"	2	3	3	1	2	1	1	2	3	4	1
"1202"	1	1	1	1	2	3	2	1	2	4	1
"1203"	1	1	2	1	1	4	1	1	4	1	1
"1204"	2	2	2	2	3	2	2	2	4	2	1
"1205"	4	4	3	3	2	4	3	2	4	4	1
"1206"	1	1	1	1	2	2	1	2	3	1	1
"1207"	1	2	2	1	2	4	3	2	2	1	1
"1208"	3	1	2	3	2	2	1	2	2	3	1
"1209"	1	2	3	2	2	4	1	2	3	1	1
"1210"	4	3	2	1	4	1	4	4	2	1	1
"1211"	2	1	1	1	2	2	1	1	1	3	1
"1212"	2	1	2	1	3	3	1	2	2	3	1
"1213"	1	4	4	4	4	4	4	4	4	4	1
"1214"	3	3	2	1	1	4	3	3	3	1	1
"1215"	2	2	3	2	2	3	3	3	3	4	1
"1216"	1	1	1	2	2	2	1	2	3	2	1
"1217"	1	1	1	1	1	1	1	1	2	4	1
"1218"	3	4	4	4	3	4	3	3	3	3	1
"1219"	2	1	2	2	1	3	2	2	2	3	1
"1220"	3	2	3	1	1	3	2	1	1	3	1
"1221"	1	1	2	1	1	3	1	1	4	4	1
"1222"	3	3	4	3	4	4	2	4	2	4	1
"1223"	3	4	3	3	1	3	3	4	3	2	1
"1224"	3	3	3	2	1	4	4	3	4	2	1
"1225"	1	1	1	1	2	2	2	1	1	2	1
"1226"	4	3	3	2	4	4	3	1	1	1	1
"1227"	3	3	2	2	3	3	2	3	3	3	1
"1228"	2	1	1	2	2	3	2	2	4	2	1
"1229"	1	1	2	2	1	3	1	1	1	3	1
"1230"	3	2	3	1	2	3	2	2	3	3	1
"1231"	2	2	2	2	1	4	1	2	1	4	1
"1232"	3	2	2	2	2	4	2	2	3	2	1
"1233"	2	1	1	1	1	2	1	1	1	1	1
"1234"	2	3	1	2	2	4	3	3	3	4	1
"1235"	2	1	2	2	3	3	2	2	4	2	1
"1236"	4	2	4	2	3	3	3	3	4	4	1
"1237"	1	2	2	1	1	4	2	2	4	1	1
"1238"	2	2	2	1	2	4	2	2	1	2	1
"1239"	4	4	4	4	4	4	4	4	4	2	1
"1240"	4	2	2	3	1	4	1	1	2	2	1
"1241"	3	2	3	3	3	4	4	3	4	4	1
"1242"	3	3	3	3	3	3	3	3	3	3	1
"1243"	3	4	4	4	4	4	1	3	4	4	1
"1244"	2	2	2	1	1	2	1	1	1	1	1
"1245"	1	1	1	1	1	2	1	1	1	1	1
"1246"	4	4	4	2	2	4	4	3	2	4	1
"1247"	2	1	1	1	1	3	1	1	1	2	1
"1248"	1	1	1	1	2	4	2	3	2	3	1
"1249"	4	1	3	4	2	4	2	4	4	4	1
"1250"	1	1	1	1	1	1	1	1	1	1	1
"1251"	3	3	2	2	4	2	4	4	1	4	1
"1252"	1	1	1	1	1	2	1	1	1	1	1
"1253"	4	4	4	4	2	4	2	4	4	4	1
"1254"	4	4	3	3	2	4	3	1	4	4	1
"1255"	3	2	1	2	1	3	1	3	3	3	1
"1256"	1	1	1	1	3	3	3	3	1	2	1
"1257"	1	2	2	1	1	2	2	1	1	2	1
"1258"	2	4	4	3	3	3	2	2	3	4	1
"1259"	1	2	2	1	1	3	2	2	3	2	1
"1260"	4	4	4	4	4	4	4	4	4	4	1
"1261"	1	1	2	1	1	2	1	1	1	2	1
"1262"	4	3	2	3	3	2	2	3	4	3	1
"1263"	4	4	4	3	2	3	4	2	4	4	1
"1264"	2	2	2	3	2	3	2	2	2	3	1
"1265"	2	3	2	1	1	1	2	1	2	4	1
"1266"	4	2	4	4	2	3	4	3	1	2	1
"1267"	2	2	1	1	1	2	1	1	2	1	1
"1268"	3	4	2	1	1	2	1	2	4	1	1
"1269"	1	1	1	1	1	2	1	1	1	1	1
"1270"	1	3	4	1	4	4	4	4	4	4	1
"1271"	2	1	1	1	2	3	2	2	1	4	1
"1272"	2	3	2	2	2	3	3	3	3	3	1
"1273"	1	4	4	3	2	4	4	3	4	4	1
"1274"	2	1	1	1	2	2	2	2	2	2	1
"1275"	1	1	1	1	2	2	1	2	1	1	1
"1276"	2	2	2	2	1	2	1	1	2	1	1
"1277"	4	3	3	4	3	4	3	3	3	4	1
"1278"	3	3	4	4	3	2	3	2	3	3	1
"1279"	3	3	3	1	1	3	1	2	3	3	1
"1280"	2	1	1	1	2	3	3	3	3	2	1
"1281"	2	2	2	1	1	3	2	1	4	1	1
"1282"	1	1	1	1	4	4	1	1	1	4	1
"1283"	1	1	1	1	1	1	1	1	1	1	1
"1284"	4	4	3	1	4	4	4	3	1	4	1
"1285"	2	1	2	1	1	2	1	1	2	4	1
"1286"	4	4	4	4	4	4	4	4	4	4	1
"1287"	2	2	2	2	2	3	2	1	3	1	1
"1288"	2	3	3	2	1	4	1	2	3	2	1
"1289"	2	3	3	3	2	4	2	3	4	4	1
"1290"	4	1	3	1	3	4	4	4	4	2	1
"1291"	4	4	4	4	4	4	4	4	4	4	1
"1292"	4	3	3	2	4	4	4	4	1	4	1
"1293"	2	4	2	3	2	3	3	4	2	1	1
"1294"	1	2	1	2	1	4	4	1	4	1	1
"1295"	2	1	1	1	1	3	1	2	1	1	1
"1296"	4	4	4	4	4	4	4	4	4	4	1
"1297"	2	4	2	2	2	3	4	3	4	4	1
"1298"	2	2	3	2	3	3	3	3	3	1	1
"1299"	2	1	2	2	2	3	2	2	1	3	1
"1300"	2	1	1	1	2	3	1	1	1	2	1
"1301"	1	1	3	4	1	4	2	1	2	3	1
"1302"	1	1	2	2	1	3	2	3	4	3	1
"1303"	2	3	3	2	3	4	2	4	4	4	1
"1304"	1	3	4	4	4	4	2	2	1	4	1
"1305"	1	1	1	1	1	1	1	1	1	1	1
"1306"	3	3	2	1	3	4	2	4	2	4	1
"1307"	3	3	3	4	4	4	4	4	4	3	1
"1308"	4	3	2	1	2	3	4	3	4	4	1
"1309"	4	3	2	1	3	3	2	2	2	4	1
"1310"	2	1	1	2	1	3	1	1	3	3	1
"1311"	1	2	1	1	1	3	1	2	1	2	1
"1312"	4	2	1	1	2	2	2	2	3	2	1
"1313"	2	1	2	1	1	3	1	1	2	2	1
"1314"	1	1	2	1	2	2	1	1	2	2	1
"1315"	2	1	2	1	1	1	1	2	4	3	1
"1316"	3	4	2	3	3	4	3	4	4	2	1
"1317"	3	4	4	4	4	4	3	4	4	4	1
"1318"	2	2	2	3	3	3	3	3	3	3	1
"1319"	3	1	4	2	3	4	4	3	2	4	1
"1320"	4	4	4	4	2	4	4	4	3	2	1
"1321"	1	2	3	3	1	4	2	2	3	1	1
"1322"	4	4	3	4	2	3	3	3	4	3	1
"1323"	1	1	1	1	1	3	1	1	2	2	1
"1324"	2	1	2	1	1	2	2	1	2	2	1
"1325"	3	1	3	2	4	4	2	2	3	3	1
"1326"	3	1	2	1	2	3	1	2	3	1	1
"1327"	1	1	1	2	1	1	1	1	1	3	1
"1328"	3	1	2	1	2	4	2	1	2	1	1
"1329"	1	3	1	1	1	2	1	1	1	1	1
"1330"	4	3	2	1	4	4	2	3	4	4	1
"1331"	1	1	1	1	1	3	1	1	2	2	1
"1332"	4	4	4	2	4	4	4	4	4	2	1
"1333"	3	3	3	2	2	4	4	3	2	3	1
"1334"	1	1	1	1	1	3	2	1	1	1	1
"1335"	3	2	2	3	3	4	2	3	3	3	1
"1336"	4	4	3	1	4	3	1	3	4	4	1
"1337"	4	1	4	1	1	1	4	2	2	4	1
"1338"	1	1	1	1	1	4	1	1	4	2	1
"1339"	4	4	4	4	1	2	4	1	2	4	1
"1340"	2	1	2	2	2	2	2	3	3	2	1
"1341"	1	1	1	1	2	3	3	3	4	1	1
"1342"	3	2	2	1	1	1	1	1	1	2	1
"1343"	4	2	1	1	1	2	1	2	2	1	1
"1344"	3	3	2	2	4	3	3	3	3	3	1
"1345"	2	2	3	1	4	3	2	3	3	1	1
"1346"	1	1	1	2	1	2	1	1	1	1	1
"1347"	3	3	3	2	2	3	2	1	2	4	1
"1348"	2	2	4	3	3	3	4	3	2	3	1
"1349"	3	1	1	1	2	1	1	1	1	3	1
"1350"	2	4	4	4	4	3	3	4	4	2	1
"1351"	2	4	3	3	3	4	3	3	4	4	1
"1352"	4	4	1	1	1	1	1	1	1	1	1
"1353"	3	2	2	2	1	2	2	2	1	4	1
"1354"	2	2	2	2	2	3	3	3	2	2	1
"1355"	2	2	2	1	1	2	1	1	1	3	1
"1356"	1	1	1	1	2	2	1	1	1	2	1
"1357"	3	4	2	2	3	3	2	2	3	1	1
"1358"	1	2	2	4	1	2	3	2	1	3	1
"1359"	1	1	1	1	1	4	1	1	2	2	1
"1360"	2	1	1	1	2	3	1	1	1	1	1
"1361"	4	4	4	4	4	4	3	3	1	4	1
"1362"	4	2	2	2	1	2	2	2	4	1	1
"1363"	2	2	1	1	3	3	2	3	2	2	1
"1364"	2	2	4	4	2	4	2	2	4	1	1
"1365"	3	2	2	2	2	4	3	3	2	3	1
"1366"	2	1	1	1	1	2	1	1	1	3	1
"1367"	2	2	2	3	1	4	2	2	2	3	1
"1368"	1	4	2	3	1	2	3	4	2	1	1
"1369"	3	1	1	2	1	1	1	1	2	3	1
"1370"	1	2	2	1	2	3	1	1	1	2	1
"1371"	4	4	4	4	2	3	3	3	4	4	1
"1372"	4	4	4	1	2	4	4	4	4	4	1
"1373"	1	2	3	3	1	4	2	3	4	1	1
"1374"	2	2	2	2	1	2	2	2	2	2	1
"1375"	1	2	3	1	1	4	2	2	2	2	1
"1376"	2	1	1	1	1	4	1	1	1	3	1
"1377"	4	4	4	4	4	4	4	4	4	4	1
"1378"	1	1	1	1	1	3	1	1	1	2	1
"1379"	1	1	2	2	1	2	1	1	2	3	1
"1380"	1	2	2	1	1	2	1	2	3	2	1
"1381"	2	1	1	1	2	3	2	1	3	1	1
"1382"	2	3	2	2	1	3	1	2	4	3	1
"1383"	4	2	4	2	2	4	4	4	4	4	1
"1384"	3	3	3	1	2	2	2	2	2	3	1
"1385"	4	4	4	1	4	4	3	4	4	4	1
"1386"	3	3	3	2	1	2	1	2	1	1	1
"1387"	1	2	1	1	3	4	1	1	4	4	1
"1388"	3	3	4	4	4	4	4	3	4	4	1
"1389"	4	2	4	3	1	4	1	2	4	4	1
"1390"	1	1	1	1	2	3	2	1	3	3	1
"1391"	1	1	1	2	2	3	1	1	2	4	1
"1392"	3	2	1	3	4	3	2	3	2	4	1
"1393"	2	2	2	4	4	4	2	3	3	4	1
"1394"	3	3	3	1	3	2	1	2	3	2	1
"1395"	3	3	3	2	3	4	2	2	3	3	1
"1396"	1	2	2	4	2	3	3	3	2	1	1
"1397"	4	3	4	3	3	4	4	4	4	4	1
"1398"	1	1	2	1	3	4	1	2	1	2	1
"1399"	2	2	1	1	2	3	2	1	2	4	1
"1400"	3	1	1	1	1	2	2	3	3	4	1
"1401"	2	2	2	2	3	4	3	3	3	2	1
"1402"	1	1	1	2	2	2	1	1	1	2	1
"1403"	2	3	2	3	2	4	1	2	4	2	1
"1404"	2	3	3	3	4	3	3	4	3	3	1
"1405"	2	2	2	1	1	3	1	2	2	4	1
"1406"	2	3	2	2	2	3	1	1	1	4	1
"1407"	1	1	1	1	1	2	1	1	1	1	1
"1408"	2	4	4	3	2	4	4	4	4	4	1
"1409"	2	1	2	1	2	3	2	2	2	2	1
"1410"	2	1	1	2	1	4	2	2	2	4	1
"1411"	1	1	1	1	1	2	1	1	1	1	1
"1412"	1	1	1	1	1	3	1	1	1	1	1
"1413"	1	2	2	2	1	3	3	3	3	3	1
"1414"	2	3	3	1	1	3	2	2	2	1	1
"1415"	1	2	2	1	2	4	3	2	3	4	1
"1416"	2	1	1	1	1	4	2	2	3	1	1
"1417"	3	2	2	3	1	4	2	2	2	2	1
"1418"	1	1	1	1	2	3	1	1	2	1	1
"1419"	2	2	1	1	2	2	2	1	1	2	1
"1420"	2	1	1	1	1	3	1	2	1	2	1
"1421"	2	2	3	1	1	4	2	1	3	2	1
"1422"	2	3	3	3	2	2	2	2	3	4	1
"1423"	3	2	2	2	2	3	3	2	3	3	1
"1424"	2	1	3	2	3	3	2	3	2	3	1
"1425"	1	1	1	1	1	2	1	1	2	2	1
"1426"	2	1	2	1	1	4	1	1	1	1	1
"1427"	1	2	3	2	2	4	3	3	2	1	1
"1428"	1	1	1	1	1	2	2	1	1	2	1
"1429"	4	3	3	2	2	4	2	4	2	1	1
"1430"	3	3	2	1	1	4	2	1	1	3	1
"1431"	1	1	1	2	1	4	1	1	1	2	1
"1432"	2	1	2	1	1	4	2	2	1	1	1
"1433"	4	4	4	4	3	4	3	3	4	3	1
"1434"	1	1	1	2	1	3	2	2	3	1	1
"1435"	1	2	1	1	2	3	2	2	3	1	1
"1436"	2	2	2	1	2	2	1	1	3	3	1
"1437"	2	4	2	1	4	3	4	4	4	1	1
"1438"	3	2	1	1	1	4	1	1	3	3	1
"1439"	3	2	3	2	3	4	3	3	2	4	1
"1440"	2	1	1	1	1	3	2	2	3	3	1
"1441"	2	1	1	1	3	3	1	2	3	3	1
"1442"	1	1	1	1	1	2	1	1	1	2	1
"1443"	1	1	1	1	1	4	1	2	3	1	1
"1444"	4	3	2	2	3	3	2	2	1	4	1
"1445"	3	3	3	3	3	3	3	3	3	3	1
"1446"	4	4	3	4	2	4	3	2	2	4	1
"1447"	4	1	1	4	4	4	4	4	4	4	1
"1448"	1	1	1	1	1	4	2	1	1	2	1
"1449"	1	2	3	2	3	3	3	2	3	3	1
"1450"	4	3	2	2	4	3	4	3	3	2	1
"1451"	4	2	1	2	1	3	3	2	4	1	1
"1452"	1	1	2	1	3	4	2	2	2	2	1
"1453"	1	1	1	2	4	4	4	4	4	4	1
"1454"	2	3	1	1	3	3	2	2	3	3	1
"1455"	3	3	4	4	4	4	3	1	2	4	1
"1456"	3	3	4	2	3	3	3	3	4	4	1
"1457"	2	4	4	3	4	4	4	3	4	1	1
"1458"	4	3	2	1	2	4	2	3	1	4	1
"1459"	2	3	2	2	2	3	3	3	3	2	1
"1460"	3	2	2	2	3	4	2	2	4	4	1
"1461"	4	4	4	4	3	4	4	4	4	4	1
"1462"	1	1	1	1	1	1	1	1	2	4	1
"1463"	2	2	1	1	4	3	2	2	2	4	1
"1464"	2	2	3	2	3	3	1	2	4	1	1
"1465"	2	2	3	3	2	2	3	3	3	3	1
"1466"	3	4	4	2	3	3	4	4	4	3	1
"1467"	3	3	3	2	2	3	3	3	3	3	1
"1468"	3	3	3	4	4	3	3	3	4	3	1
"1469"	2	1	2	2	1	4	2	2	4	4	1
"1470"	2	2	3	2	3	4	2	3	4	4	1
"1471"	1	1	1	1	1	2	1	1	2	2	1
"1472"	1	2	1	1	1	2	2	1	1	2	1
"1473"	4	4	4	4	3	4	4	4	3	3	1
"1474"	1	1	1	1	1	1	1	1	1	1	1
"1475"	2	2	2	3	2	3	2	3	3	4	1
"1476"	2	3	2	2	2	4	3	3	4	3	1
"1477"	1	1	1	1	2	3	1	2	1	1	1
"1478"	3	3	2	1	1	2	2	2	2	2	1
"1479"	1	1	1	2	2	2	1	1	1	1	1
"1480"	1	1	1	2	1	1	1	2	1	2	1
"1481"	1	2	2	1	1	4	3	1	2	3	1
"1482"	3	3	1	2	1	4	1	1	1	4	1
"1483"	3	3	2	1	1	2	2	2	3	2	1
"1484"	1	4	4	4	4	2	4	4	1	4	1
"1485"	1	4	4	4	2	1	1	4	4	1	1
"1486"	3	1	2	2	2	3	2	1	1	1	1
"1487"	1	2	2	2	2	2	1	1	2	1	1
"1488"	3	3	2	2	2	3	3	3	3	1	1
"1489"	1	1	1	1	2	4	1	1	2	3	1
"1490"	1	1	1	1	1	1	1	1	1	3	1
"1491"	2	3	4	2	4	4	4	2	4	2	1
"1492"	4	4	4	2	2	3	3	3	3	4	1
"1493"	4	4	1	1	2	4	3	4	4	4	1
"1494"	3	4	4	4	3	3	2	3	3	2	1
"1495"	4	3	3	2	2	4	4	3	3	2	1
"1496"	1	1	1	1	1	1	1	1	1	2	1
"1497"	2	2	1	2	1	3	2	3	2	3	1
"1498"	1	2	1	1	1	3	3	2	3	2	1
"1499"	4	4	4	4	4	4	1	1	2	4	1
"1500"	2	1	1	1	1	4	1	1	4	1	1
"1501"	1	1	1	1	1	2	1	1	1	2	1
"1502"	2	1	1	1	1	3	1	1	1	2	1
"1503"	2	2	1	2	2	2	2	2	3	2	1
"1504"	3	2	2	3	2	3	2	2	2	3	1
"1505"	4	4	4	2	2	3	3	2	2	4	1
"1506"	1	2	3	1	1	3	1	2	1	1	1
"1507"	2	1	1	2	2	3	1	2	1	2	1
"1508"	2	4	3	3	2	4	3	3	4	3	1
"1509"	2	2	4	3	3	4	3	3	2	3	1
"1510"	4	4	4	4	1	4	4	4	1	1	1
"1511"	2	3	4	4	2	4	4	3	4	4	1
"1512"	1	1	1	1	1	2	1	1	2	4	1
"1513"	3	3	3	1	3	3	3	4	4	2	1
"1514"	1	2	1	2	1	3	1	1	3	1	1
"1515"	2	2	2	2	2	2	1	2	1	3	1
"1516"	2	2	2	2	1	3	1	1	1	1	1
"1517"	2	2	2	1	1	2	1	1	1	2	1
"1518"	3	1	2	1	2	4	3	2	4	3	1
"1519"	3	2	4	4	2	4	1	1	2	1	1
"1520"	1	2	1	1	2	2	2	1	2	1	1
"1521"	1	2	2	1	1	3	1	1	1	1	1
"1522"	3	3	2	1	1	3	1	1	3	3	1
"1523"	4	4	3	1	1	4	3	4	4	3	1
"1524"	2	2	1	3	4	4	4	4	4	2	1
"1525"	1	1	2	1	2	3	2	2	1	2	1
"1526"	1	1	4	4	4	4	1	4	4	4	1
"1527"	1	1	1	1	1	4	1	1	1	1	1
"1528"	3	4	3	1	2	3	3	4	4	1	1
"1529"	3	1	2	2	1	1	2	2	1	1	1
"1530"	2	1	2	1	1	2	2	1	2	2	1
"1531"	4	4	4	4	4	4	2	4	4	4	1
"1532"	2	3	4	3	3	4	4	4	4	4	1
"1533"	2	1	2	1	2	4	2	2	2	2	1
"1534"	2	1	2	1	1	3	1	1	4	1	1
"1535"	3	4	4	3	3	4	3	3	4	4	1
"1536"	4	4	3	4	4	4	4	4	2	3	1
"1537"	4	4	4	4	4	4	2	4	4	2	1
"1538"	1	1	1	2	1	3	1	2	2	1	1
"1539"	4	4	4	3	2	4	3	3	2	4	1
"1540"	1	1	2	2	1	4	2	1	2	2	1
"1541"	2	2	3	3	3	4	4	4	4	4	1
"1542"	4	3	3	2	3	3	2	2	4	3	1
"1543"	2	2	2	2	2	4	2	2	2	3	1
"1544"	2	1	1	1	1	2	1	1	1	1	1
"1545"	2	2	2	1	2	3	3	2	3	4	1
"1546"	3	1	1	1	1	4	3	3	2	4	1
"1547"	1	1	1	1	2	2	2	4	4	2	1
"1548"	4	3	3	3	3	4	4	4	4	4	1
"1549"	1	4	1	1	1	1	1	1	1	1	1
"1550"	3	3	3	2	4	4	4	4	4	4	1
"1551"	4	4	4	4	3	4	4	4	2	3	1
"1552"	3	2	2	1	1	4	1	2	2	4	1
"1553"	2	4	3	2	4	4	4	3	4	4	1
"1554"	1	4	2	2	1	4	1	1	1	4	1
"1555"	4	1	1	3	2	2	3	2	2	4	1
"1556"	4	4	4	3	4	4	3	3	4	4	1
"1557"	3	2	2	1	3	4	2	2	1	3	1
"1558"	4	4	4	4	4	4	4	4	4	4	1
"1559"	2	2	1	2	1	3	1	2	2	2	1
"1560"	3	2	3	2	4	4	3	3	3	4	1
"1561"	1	1	1	2	2	1	1	2	1	3	1
"1562"	4	3	2	1	2	2	2	2	2	2	1
"1563"	1	1	1	1	1	1	1	1	1	1	1
"1564"	1	1	2	1	3	4	4	4	4	1	1
"1565"	2	3	1	2	3	4	1	2	2	2	1
"1566"	4	3	1	1	1	4	1	3	3	1	1
"1567"	1	4	1	1	4	4	4	4	4	4	1
"1568"	2	1	1	1	2	2	1	1	4	3	1
"1569"	1	1	1	1	1	1	1	4	2	3	1
"1570"	4	4	4	4	4	4	3	4	4	3	1
"1571"	1	1	1	1	1	3	1	1	3	1	1
"1572"	2	2	2	2	2	4	2	3	4	2	1
"1573"	1	1	1	1	2	1	2	1	1	1	1
"1574"	3	1	4	2	3	4	2	1	1	3	1
"1575"	2	1	1	1	2	4	1	1	4	4	1
"1576"	3	2	2	1	1	3	1	2	2	3	1
"1577"	1	1	1	1	3	3	2	1	2	4	1
"1578"	3	3	4	4	4	4	2	3	2	3	1
"1579"	4	4	2	3	2	4	2	2	3	3	1
"1580"	1	1	1	1	1	1	1	1	1	1	1
"1581"	4	2	2	2	3	4	2	2	2	2	1
"1582"	1	1	1	1	1	2	1	1	1	1	1
